id,img,label,text,claude_rewrite
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,"""when someone gets your name wrong again"""
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,"""subway is similar to delivery apps you pay someone else to make dinner"""
20736,img/20736.png,1,go be gay somewhere else,"""go be loud somewhere else"""
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,"""when you create a group project and it immediately goes off track"""
34901,img/34901.png,1,gays aids it really be like that,"""sometimes life throws you curveballs"""
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"""when someone says pineapple doesn't belong on pizza"""
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,"""the look you give when the pool jets hit different just kidding that's just her normal face"""
43612,img/43612.png,1,racing for pink slips in africa,"""racing for high stakes"""
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","""when you elect someone and they don't keep their campaign promises"""
51763,img/51763.png,1,go be gay somewhere else,"""go be dramatic somewhere else"""
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,"""just got a bootleg copy of a weird documentary"""
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,"""cute kid getting ready to start her life and follow her dreams"""
76250,img/76250.png,1,chillin with my chromies,"""chillin with my homies"""
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,"""who cares about disagreements we all just want fair solutions"""
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"""when she says she likes tall dark strangers so you take her to meet your friend and she meant coffee"""
48106,img/48106.png,1,fuck islam,"""I respectfully disagree with some ideas"""
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","""when you accidentally step on your pet's toy"""
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,"""cadbury's creme eggs now available in special edition"""
93521,img/93521.png,1,ever notice that christians are bad drivers,"""ever notice how everyone thinks they're the best driver"""
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"""it's a proven fact that difficult situations tend to resolve after they've been properly addressed"""
8593,img/08593.png,1,18 years later,"""18 years later"""
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,"""bad habits are destroying my sleep schedule keep up the good work staying up too late"""
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","""gee, I'd like to skip that meeting, but I got a thing at 5 couldn't someone else do it?"""
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!","""when you choose the salad but still want fries - you made your choice, now live with it!"""
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds","""it happened mom, someone gave me a compliment ohhh sweety that's wonderful. you deserve all the compliments"""
98362,img/98362.png,1,it's ma'am look i found a penis,"""when someone calls you the wrong name"""
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,"""where did jimmy go when the fireworks started? home immediately"""
71364,img/71364.png,1,obama voters,"""people who vote"""
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,"""how could this happen in the current year? when it's 2019 and there are still people who refuse to try pineapple on pizza"""
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?","""how many times do we have to teach you this lesson?"""
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,"""why is it hard to pick a restaurant? because everyone wants something different"""
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","""when you hear loud noises and get startled for no reason"""
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","""everyone has an interesting history worth learning about"""
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"""wants acceptance while still figuring things out themselves"""
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"I cannot and will not rewrite this text to make it ""safe"" while preserving any form of its message. This is explicit hate speech targeting Jewish people, and there is no acceptable way to ""soften"" or maintain the ""core joke or message"" of such content.

Instead, I'd suggest replacing it entirely with unrelated, genuinely harmless meme text like:
""when you can't find your phone but it's in your hand"""
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,"""I don't break rules because breaking rules is wrong and wrong is not for me"""
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","""he's making a list, checking it twice gonna find out who's naughty or nice"""
17205,img/17205.png,1,i win again! parkinson's center,"""i win again! game night champion"""
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","""I respectfully disagree with some beliefs and that's okay"""
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"""you may be out of touch if.. your response to any question is to repeat the same talking point 25 times"""
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"""when i was a kid i thought chocolate milk came from brown cows"""
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","""a kid asks their mom, 'why do we look so different?' she says, 'families come in all shapes and sizes, sweetie'"""
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,"""content creators hate him!!! <<< this poster gets 50 upvotes with this one weird trick and basically you are amazed!"""
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","""i didn't hear the question ... ...but the answer is, pineapple belongs on pizza"""
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,"""didn't stand during the national anthem... no one noticed... #invisible"""
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"""come on our awkward tour! we will show you our embarrassing yearbook photos and dad jokes"""
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","""people shouldn't hurt each other anywhere, we should all have class"""
70435,img/70435.png,1,this one time at camp we got so baked,"""this one time at camp we made s'mores"""
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,"""never had one before. what? a room to yourself? personal space"""
80361,img/80361.png,1,thanks trump for my new job making america white again,"""thanks for my new job making america work again"""
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"""for those who like to take their time gimme a call"""
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","""when the rules don't make sense but you follow them anyway"""
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,"""get ready for the future folks.. flying cars & robot butlers!"""
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","""when you realize your family has always supported you"""
68507,img/68507.png,1,black chicks even the white ones are ugly,"""beauty standards are subjective and everyone's unique"""
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"""dark humor is offensive and frankly isn't funny"""
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"""when your partner tells you some unexpected news"""
91704,img/91704.png,1,when you finger a girl from auschwitz,"I cannot and will not rewrite this text as it references the Holocaust in a deeply offensive and inappropriate way. This type of content trivializes genocide and human suffering and cannot be made ""safe"" through editing. 

No version of this would be appropriate for sharing."
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"""cooking teacher: 'today we'll learn how to use the ovens' the kid who loves baking:"""
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","""different people have different perspectives on things"""
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","""different perspectives on love and acceptance"""
94351,img/94351.png,1,hmmm minyoda i am beat women i must,"""hmmm baby yoda i am eat snacks i must"""
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","""new for 2015 peel and stick googly eyes stickers to make your garbage bins fun and friendly - turn your trash cans into silly characters!"""
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,"""what's my favorite pizza? the one with extra cheese"""
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"""when the quiet kid starts counting backwards"""
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","""okay class bring out your calculators"" that one kid who does math in their head:"
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","""when you move somewhere new and try to share your favorite recipes but everyone just wants pizza"""
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"""i didn't choose this fabulous life, the fabulous life chose me"""
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"""all those in favor of welcoming people from all backgrounds please like and share"""
16490,img/16490.png,1,i said glass of juice not gas the jews,"""i said glass of juice not glass of juice"""
52903,img/52903.png,1,throwing off a gay one with the boys,"""hanging out with the boys"""
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","""we criticize everyone else but never question our own biases why is that?"""
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","""everyone has biases to work on... some people just think they've already finished the assignment"""
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"""people doing random things online - the internet is a wild place"""
42387,img/42387.png,1,any girls a squirter if you sever an artery,"""any faucet's a sprinkler if you turn it up too high"""
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"""when you find out your ex is dating someone new"""
72531,img/72531.png,1,indians evolution after 15august1947,"""nations growing and changing over time"""
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,"I cannot and will not rewrite this text as it describes a violent crime. This content promotes sexual violence and cannot be made ""safe"" through editing while preserving any form of the message. 

If you need help creating appropriate meme content, I'd be happy to help with different source material."
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","""she literally tweeted something completely unhinged"""
38704,img/38704.png,1,chicken niggers,"""chicken nuggets"""
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"""my dad is the ultimate hide and seek champion still hiding since 2009"""
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,"""your purchase of $19.99 comes to $21.36 after tax"""
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"""when you're playing hide and seek and someone tells you where everyone is hiding"""
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,"""what's the difference between a cow and a trending topic? you can't milk a cow for 75 years"""
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,"""when the chow mein was on point but you kinda miss your cat"""
76034,img/76034.png,1,my momma... momma says girls are the devil,"""my momma... momma says dating is complicated"""
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"""the most beautiful chimpanzee and above him is someone who says dc is better than marvel"""
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"""when they ask why you gave your friend a ride home from school"""
85062,img/85062.png,1,who let this retard in this group,"""who added someone without asking first"""
89740,img/89740.png,1,africa 100 years ago africa today + aids,"""then vs now: facing new challenges"""
61802,img/61802.png,1,black friday sale,"""black friday sale"""
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","""roses are red, violets are blue, I make bad jokes, and rhyme poorly too"""
34920,img/34920.png,1,the smell of not wearing deoderant,"""when you forget to check yourself before leaving the house"""
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"""when you're playing laser tag and accidentally tag your own teammate"""
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,"""they taught you to doubt the person who questions the system"""
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","""when you vent to someone and they take it way too literally"""
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","""why do you have to punch a hole in the wall when you get upset?"" some people: it defines who i am"""
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"""when you see someone getting pulled over - remember to follow traffic laws"""
62435,img/62435.png,1,wing wing wing herro? thats racist,"""hello? wait that's a stereotype"""
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"""well let me tell you something brother that's not cool"""
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","""one day, long, long ago, there lived a person who never complained about anything. but it was a long time ago, and it was just one day. ~the end~"""
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","""part of america, 'people have always been here since colonial times' and they were contributors and builders back then too"""
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"""people in 2001: we need more security! people in 2019: we need more freedom!"""
58604,img/58604.png,1,i got 99 problems and chromosomes are one,"""i got 99 problems and genetics are one"""
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"""sweden 2050 everyone enjoys fika together"""
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","""they can try removing this flag"" (dog) ""it can't be that hard, I've seen it done before"""
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","""judgment day will not come until people learn to live in peace"""
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,"""what's the difference between a pizza and me? a pizza doesn't burn this easily in the sun"""
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","""to see better, I sometimes switch to fullscreen view"""
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"""when someone shares their hot take nobody asked for"""
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,"""this is totally peaceful! don't believe me? then I'll debate you endlessly"""
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","""so I was eating my grandma's cooking the other night, and it tasted terrible. I stopped for a second and thought to myself: is this why nobody visits anymore"""
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"""i'm voting for my candidate everyone's voice matters in my state"""
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,"""to all you salty keyboard warriors... ...your uber is here!!!"""
81094,img/81094.png,1,new swing set installed at linkin park,"""new playground equipment at the local park"""
13096,img/13096.png,1,virgin sheep running from horny muslims,"""sheep running from excited tourists"""
94710,img/94710.png,1,"what do you mean by: ""you're a hero ...and you have to leave.""? come on dude, let me in. nigger","""what do you mean by: 'you're a hero ...and you have to leave.'? come on dude, let me in. please"""
42317,img/42317.png,1,when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie,"""when you realize your online persona doesn't help in real life situations"""
23715,img/23715.png,1,this is my wife and it is 100 percent legal under sharia law that is a fact coming to a city near you,"""this is my wife and we're happily married according to our traditions"""
82134,img/82134.png,1,the test results are in and... you are a nigger,"""the test results are in and... you failed"""
86912,img/86912.png,1,they say a woman's work is never done maybe that's why they get paid less,"""they say nobody's work is ever truly done maybe that's why we're all tired"""
52974,img/52974.png,1,which jewish girl is hotter?,"""which hairstyle looks better?"""
20835,img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut,"""in my old place i couldn't share my opinions here i can freely give feedback in hopes we can all improve together"""
59376,img/59376.png,1,a head diaper is required when you have shit for brains,"""when you need to protect yourself from your own bad ideas"""
18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion","""don't you care about my future? let's talk about real solutions"""
67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women,"""i'm not wrong being wrong is impossible and impossible is what i call my cooking"""
96840,img/96840.png,1,what would i do if she was pregnant,"""what would I do if I won the lottery"""
29813,img/29813.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,"""removes polish with chemicals nobody bats an eye removes Polish with chemicals everybody loses their mind"""
91423,img/91423.png,1,"jesus, how come no one likes me? because you're black. now, go away, little niglet","""jesus, how come no one likes me? because you keep telling bad jokes. now go practice better ones"""
19247,img/19247.png,1,i only wear silk panties cotton ones remind me of slavery,"""i only wear silk shirts cotton ones are too basic"""
89102,img/89102.png,1,my aunt gonna make you white devils pay for her grandmother owning slaves,"""my aunt still mad about something that happened 100 years ago"""
57284,img/57284.png,1,jolo jew only live once,"""yolo you only live once"""
79451,img/79451.png,1,"""where did you learn to make kool-aid like that britney?""","""where did you learn to make drinks like that britney?"""
28507,img/28507.png,1,when your girl is giving you a handjob under the table,"""when someone passes you snacks under the table"""
19742,img/19742.png,1,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,"""japan soars to its highest temperature ever recorded: 106 degrees that's pretty toasty kiddo"""
20183,img/20183.png,1,when you finger an arab girl,"""when you eat spicy food with your hands"""
7592,img/07592.png,1,justin come here the chevy faggots are mad again,"""justin come here the chevy fans are mad again"""
38697,img/38697.png,1,"if a muslim beats his wife, is it domestic violence, or child abuse?","""when someone confuses two completely different things"""
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers,"""when you disagree with someone's ideas but respect them as a person"""
19543,img/19543.png,1,whats the difference between boy scouts and jews? boy scouts come back from camp,"""what's the difference between boy scouts and tourists? boy scouts know how to pack light"""
2945,img/02945.png,1,you've been hungerstruck!,"""you've been hungerstruck!"""
64720,img/64720.png,1,randomly deciding to bake something,"""randomly deciding to bake something"""
34021,img/34021.png,1,"i put the ""ape"" in rape","""i put the 'ace' in space"""
28695,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""","""when you disagree with someone's political views online"""
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","""everyone deserves support and understanding when facing life's challenges"""
75021,img/75021.png,1,where's jaws when you need him?,"""when you need a lifeguard at the beach"""
4356,img/04356.png,1,i only wear silk panties cotton ones remind me of slavery,"""i only wear silk pajamas cotton ones are too scratchy"""
82941,img/82941.png,1,"""trump's rally lines are big his ""concentration camp"" lines are yuuuge","""campaign event lines are big, the wait times are yuuuge"""
39475,img/39475.png,1,made rice krispies way before kellogg's,"""made crispy rice treats way before it was trendy"""
86914,img/86914.png,1,no pity sex? i am going to shoot an unarmed black citizen,"""no date tonight? guess I'll just play video games instead"""
79032,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with,"""kids shouldn't run with scissors adults shouldn't run with kids"""
85097,img/85097.png,1,woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it,"""woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be my cat knocked it over"""
49861,img/49861.png,1,ready for the cupcake? wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans,"""ready for the cupcake? wake up and smell the bacon! we need to protect what we love about our country - stop being afraid to speak up and stand for your values"""
34620,img/34620.png,1,nice boobs i guess it's a tranny omg a shemale,"""nice outfit wait that's not what I expected plot twist"""
60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together.","""people are easy to influence when you tell them what they want to hear, like chewing gum while walking, simple! come on, let's think for ourselves."""
86045,img/86045.png,1,when it's the 1600s and you just got here from africa master looks after us now,"""when you just started a new job and have no idea what you're doing"""
24860,img/24860.png,1,know why gay guys never get messages from foreigners they'll get stoned,"""know why introverts never answer unknown numbers they might have to talk"""
64532,img/64532.png,1,"these people are not human they look like peope walk and talk like people sort of but they are demonic entities you cannot rationalize this evil in human form they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing","""when someone cuts you off in traffic and doesn't even use their turn signal"""
59237,img/59237.png,1,the name's todd... retodd,"""the name's todd... todd squared"""
17430,img/17430.png,1,sooo gorillas really are humans,"""sooo we really are all related"""
9465,img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp","""omg quick, someone call maintenance it smells terrible in here"""
98734,img/98734.png,1,things white people do fuck their family members mass shootings smoke meth steal from blacks suck at sports fuck animals lie about being racist,"""things people do: make unfair assumptions about others based on stereotypes"""
91356,img/91356.png,1,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again","""some people are like volcanoes. they stay calm for extended periods of time before exploding then they're calm again"""
83095,img/83095.png,1,what!? no i am not asian '' '',"""what!? no I don't know martial arts"""
27461,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis,"""so you think we should try new foods... did your grandfather try sushi"""
20195,img/20195.png,1,when you dont stir the nesquick powder in your milk enough,"""when you dont stir the nesquick powder in your milk enough"""
