id,img,label,text,gemini_rewrite
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"Safe_Text: Friendship unites us all.
Safe_Image: Three smiling diverse girls embracing each other."
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,"Safe_Text: My face when the pool water accidentally goes up my nose.
Safe_Image: A person making a funny, exaggerated face in a swimming pool."
43612,img/43612.png,1,racing for pink slips in africa,"Safe_Text: Racing for bragging rights
Safe_Image: Two friends having a piggyback race on a city street at night."
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","Safe_Text: When you realize it's only Tuesday.
Safe_Image: A person with crossed arms and a serious or slightly tired expression."
51763,img/51763.png,1,go be gay somewhere else,"Safe_Text: Mixed feelings about this
Safe_Image: A bright green background features four white speech bubbles with drawn faces. Two speech bubbles show happy faces, one shows a neutral expression in a cloud shape, and one shows a sad face."
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,"Safe_Text: Just got a bootleg copy of 'Deep Thoughts by Goat'
Safe_Image: A thoughtful-looking goat standing calmly in a green pasture."
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,"Safe_Text: Cute kid, ready to start her life.
Safe_Image: A young girl smiling and holding a ukulele."
76250,img/76250.png,1,chillin with my chromies,"Safe_Text: Chillin with my friends
Safe_Image: Three happy friends smiling and posing together."
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,"Safe_Text: I'm just saying...
Safe_Image: A person pointing and speaking with conviction."
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"Safe_Text: hold up when she says she loves hanging with you and then starts hanging decorative plants from the ceiling
Safe_Image: An animated character looking surprised, with a hand raised as if to say 'pause'."
48106,img/48106.png,1,fuck islam,"Safe_Text: Be kind
Safe_Image: A hand waving hello."
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","Safe_Text: Just a friendly tug.
Safe_Image: Two young children wearing patterned shorts, one placing a hand on the other's waistband."
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,"Safe_Text: When your friend is on an important call and you're just... there.
Safe_Image: Two people standing outdoors, one holding a phone to their ear, the other looking on."
93521,img/93521.png,1,ever notice that christians are bad drivers,"Safe_Text: Ever notice how many interesting cars are on the road?
Safe_Image: A busy road scene with various types of cars driving in traffic."
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"Safe_Text: It's a proven fact, Marines, you're less prone to grumbling after a good meal.
Safe_Image: A diverse group of soldiers enjoying a meal together."
8593,img/08593.png,1,18 years later,"Safe_Text: When you really love horses.
Safe_Image: A two-panel meme. The top panel shows a person gently petting a horse in a sunny field. The bottom panel shows a child in a playful horse mask standing in the shallow ocean water, arms outstretched joyfully."
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,"Safe_Text: Let's build stronger communities, free from addiction.
Safe_Image: A diverse group of people collaborating positively in a vibrant community setting."
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","Safe_Text: Gee, I'd like to get all my errands done, but I got a thing at 5. Couldn't someone else do it?
Safe_Image: A person with a thoughtful or slightly exasperated expression looking upwards."
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!","Safe_Text: You made your choice, now own it.
Safe_Image: A person looking directly at the camera with a serious and slightly contemplative expression."
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds","Safe_Text:
It happened mom, I got a compliment today.
Oh sweetie, I'm so sorry. That means everyone expects you to be perfect now.
Safe_Image:
A comforting scene between two women, with one gently touching the other's shoulder."
98362,img/98362.png,1,it's ma'am look i found a penis,"Safe_Text: My hair's got personality.
Safe_Image: A person with vibrant purple and blue hair, wearing makeup and a polka-dot top, gently holds a strand of their hair while looking expressively at the camera."
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,"Safe_Text: What did Jimmy want to spread? Peace, everywhere.
Safe_Image: Close-up of a child's colorful drawing featuring the word 'peace'."
71364,img/71364.png,1,obama voters,"Safe_Text: A gathering of friends
Safe_Image: A group of baboons sitting on a grassy hill with mountains in the background."
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,"Safe_Text: how could this happen in the current year? when it's 2019 and people still use Comic Sans
Safe_Image: A person looking bewildered or slightly frustrated at a computer screen."
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?","Safe_Text: How many times do we have to go over the fundamentals?
Safe_Image: A person in a ready stance, looking determined, like a coach or instructor."
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,"Safe_Text: When you realize it's only Tuesday.
Safe_Image: A person looking slightly tired or contemplative."
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","Safe_Text: When you hear 'em yelling about a problem, just tackle it head-on.
Safe_Image: A person with a calm and confident expression."
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","Safe_Text: Keep learning. The world is full of amazing facts.
Safe_Image: A friendly and thoughtful person looking directly at the viewer."
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"Safe_Text: Wants to start the day strong
Still in pajamas at noon
Safe_Image: A person with a relatable, slightly lazy, or relaxed expression."
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"Safe_Text: I feel very strongly about this!
Safe_Image: A cartoon character passionately giving a speech."
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,"Safe_Text: I'm not racist, I just believe in being kind.
Safe_Image: A man with a beard and collared shirt gives two thumbs up."
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","Safe_Text: he's making a list, checking it twice gonna find out who's naughty and nice
Safe_Image: Santa Claus shrugging with outstretched hands."
17205,img/17205.png,1,i win again! parkinson's center,"Safe_Text: ""My plans vs. reality""
Safe_Image: ""A cartoon character looking surprised as a stack of blocks collapses."""
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","Safe_Text: Unapologetically me.
Safe_Image: A determined-looking man with a beard and tattoos, wearing a fur cloak."
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"Safe_Text: You might be getting repetitive if... your answer to every question uses the same phrase 25 times.
Safe_Image: A person speaking into a microphone with a neutral expression."
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"Safe_Text: when I was a kid I thought adults knew everything
Safe_Image: A child covering their face, looking embarrassed."
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","Safe_Text: A girl asks her mom, ""Are we there yet?"" She says, ""If you ask one more time, we're turning around.""
Safe_Image: A smiling family of three, including a mother, father, and young daughter."
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,"Safe_Text: Critics hate him! This influencer uses one weird trick to look sharp, and you'll be amazed!
Safe_Image: Two men in long coats walk side-by-side on a paved area, one holding glasses."
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","Safe_Text: I didn't hear the question... but the answer is, pineapple belongs on pizza.
Safe_Image: A person with a confident, slightly mischievous smile, as if stating an opinion."
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,"Safe_Text: Didn't stand during the national anthem... My seat was too good to give up.
Safe_Image: A person in a wheelchair smiling comfortably in a casual setting."
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"Safe_Text: Come on our protest tour! We'll show you how to make signs and chant.
Safe_Image: A group of people holding protest signs outside a large government building."
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","Safe_Text: Full of class and ready for the future!
Safe_Image: A diverse group of smiling graduates in caps and gowns."
70435,img/70435.png,1,this one time at camp we got so baked,"Safe_Text: This one time, my pen worked overtime!
Safe_Image: A smiling young person energetically writing in a journal or notebook in a pleasant, neutral setting."
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,"Safe_Text: Never had one before. What? A room to yourself? Must be nice.
Safe_Image: Top panel shows a young person looking thoughtful. Middle panel shows an adult looking surprised. Bottom panel shows the young person looking slightly wistful."
80361,img/80361.png,1,thanks trump for my new job making america white again,"Safe_Text: Loving my new job! Fresh produce for all.
Safe_Image: Smiling woman holding a crate of fresh produce in a sunny field."
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"Safe_Text: Taking my time to look my best.
Safe_Image: A person carefully applying makeup while looking in a mirror."
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","Safe_Text: Forgive me, but I just can't understand why I can resist everything but the urge for a ham sandwich.
Safe_Image: A person looking conflicted while staring at a tempting plate of food."
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,"Safe_Text: Get ready for the future, it's gonna be a scorcher!
Safe_Image: A person with a determined and slightly smiling expression, standing confidently against a backdrop of warm, energetic light effects."
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","Safe_Text: Who are these people with Colin Kaepernick? Oh wait, those are his parents!
Safe_Image: Colin Kaepernick, his adoptive parents, and his partner on a red carpet."
68507,img/68507.png,1,black chicks even the white ones are ugly,"Safe_Text: Beauty in every form.
Safe_Image: A person with light hair and fair skin, wearing a white shirt, stands against an orange wall."
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"Safe_Text: Offensive jokes are offensive, and truly aren't funny.
Safe_Image: A person with a neutral or slightly disapproving expression."
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"Safe_Text: When you remember that thing you forgot to do
Safe_Image: A man in traditional attire looking stressed with his hand on his forehead while sitting at a desk."
91704,img/91704.png,1,when you finger a girl from auschwitz,"Safe_Text: When you've been stirring the campfire all night.
Safe_Image: A hand covered in grey and black ash and small charcoal pieces."
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"Safe_Text: cooking teacher: 'today we'll learn how to use the ovens' me, ready to make cookies:
Safe_Image: A child showing an exaggerated expression of intense excitement and joy, with a wide grin and clenched fists, in an indoor setting."
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","Safe_Text:
Top: ""Just follow your dreams, it's that simple!""
Bottom: ""Me trying to figure out how.""
Safe_Image: A split image. Top: A celebrity on stage, holding an award and smiling. Bottom: A child with a slightly confused or skeptical expression."
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","Safe_Text: ""Here's the plan!"" My honest reaction to that.
Safe_Image: A two-panel meme. The top panel features Ariana Grande holding an award and smiling, speaking into a microphone. The bottom panel shows a young child with a skeptical and slightly disgusted expression."
94351,img/94351.png,1,hmmm minyoda i am beat women i must,"Safe_Text: Hmmm, Yoda I am. The Force, feel I must.
Safe_Image: A figurine of Yoda looking thoughtful."
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","Safe_Text: My emotional baggage.
Safe_Image: A black garbage bag, tied at the top."
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,"Safe_Text: What's a cow's favorite pizza? Moo-zzarella!
Safe_Image: A person holding a microphone with a surprised expression."
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"Safe_Text: when the person who's 'it' starts counting backwards
Safe_Image: A person running quickly with a look of mock panic."
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","Safe_Text:
Teacher: ""Bring out your calculators!""
Me, bringing my... ""special"" device:
Safe_Image: A student in a classroom holding up a large, clearly non-calculator electronic gadget (like an old radio, a walkie-talkie, or a complex-looking remote control), looking slightly confused or proud."
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","Safe_Text: Me and the squad making plans for the future!
Safe_Image: Three women smiling and talking at an indoor event."
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"Safe_Text: I didn't choose the open road life, the open road life chose me.
Safe_Image: A person driving a convertible car on a scenic coastal road by the ocean."
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"Safe_Text: Beach days are the best!
Safe_Image: Five women in swimsuits posing on a beach with the sea in the background."
16490,img/16490.png,1,i said glass of juice not gas the jews,"Safe_Text: I said 'glass of juice', not 'loose caboose'.
Safe_Image: A person making an exasperated gesture, as if reacting to a silly misunderstanding."
52903,img/52903.png,1,throwing off a gay one with the boys,"Safe_Text: Making a splash with the boys
Safe_Image: Friends jumping off a pier into the water on a sunny day."
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","Safe_Text: Me trying to understand complex instructions.
Safe_Image: A cartoon character with a puzzled expression and a question mark above its head."
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","Safe_Text: Prejudice exists everywhere... Let's work together to overcome it.
Safe_Image: A diverse group of people smiling together."
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"Safe_Text:
My brain when I need to focus
Me trying to get things done
The struggle is real
Safe_Image: A person working intently at a desk on a laptop, with a humorous or abstract figure subtly trying to distract them from behind."
42387,img/42387.png,1,any girls a squirter if you sever an artery,"Safe_Text: Every romantic getaway
requires snacks.
Safe_Image: A happy couple sitting on logs in a forest, smiling at each other."
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"Safe_Text: Your girlfriend / She's literally a doll
Safe_Image: A glamorous fashion doll in a red dress, posed elegantly on a reflective surface."
72531,img/72531.png,1,indians evolution after 15august1947,"Safe_Text: When you finally figure things out.
Safe_Image: The classic 'March of Progress' illustration depicting human evolution from early hominids to modern humans."
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,"Safe_Text: When someone tells me to be more open to new ideas, so I start talking to my houseplants.
Safe_Image: A close-up of a vintage clown figurine with a wide, exaggerated smile and slightly closed eyes, wearing a small hat."
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","Safe_Text: When you have something important to say.
Safe_Image: A person speaking into a microphone."
38704,img/38704.png,1,chicken niggers,"Safe_Text: Chicky nuggies
Safe_Image: A young child happily eating a chicken nugget."
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"Safe_Text: My dad is the best at hide and seek... especially when it's chore time.
Safe_Image: A child looking playfully confused or searching for someone."
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,"Safe_Text: your purchase of $19.99 comes to $21.36 after taxes and fees
Safe_Image: A customer is paying a smiling cashier at a store counter."
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"Safe_Text: When everyone's in sync for the group project.
Safe_Image: A black and white photo of a group of people standing together in a formal or professional setting, appearing unified and attentive."
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,"Safe_Text: What's the difference between a cow and a long-running movie franchise? You can't milk a cow for 75 years.
Safe_Image: A promotional backdrop for a successful movie franchise."
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,"Safe_Text: when the chow mein was on point but you kinda miss your cat
Safe_Image: A person enjoying a bowl of noodles with chopsticks, while also looking at their phone."
76034,img/76034.png,1,my momma... momma says girls are the devil,"Safe_Text: my momma... momma says to always be careful
Safe_Image: A man in a peach suit and a woman in a green cardigan looking intently at each other in an outdoor, rustic setting."
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"Safe_Text: Me explaining why Marvel is awesome
My friend explaining why DC is awesome
Safe_Image: A two-panel image showing two different people, each smiling and gesturing enthusiastically, as if passionately discussing their favorite topics."
37641,img/37641.png,1,when they asks why you dropped the muslim kid off from school to give the parents back their bomb,"Safe_Text: When you drop the kids off at school and remember it's Saturday.
Safe_Image: A person with a slightly bewildered or exasperated expression, perhaps looking out a car window or standing near a school entrance."
85062,img/85062.png,1,who let this retard in this group,"Safe_Text: Who let this in this group?
Safe_Image: A person looking exasperated or questioning, gesturing with an open hand."
89740,img/89740.png,1,africa 100 years ago africa today + aids,"Safe_Text: Africa: Celebrating Culture, Building Futures.
Safe_Image: A vibrant collage image showcasing diverse aspects of African life, blending scenes of traditional cultural expression with modern urban landscapes and innovation."
61802,img/61802.png,1,black friday sale,"Safe_Text: Black Friday Frenzy
Safe_Image: A crowded shopping mall with people rushing to stores and carrying shopping bags."
96143,img/96143.png,1,"roses are red, violets are blue mexicans are rapists, and so am i","Safe_Text: roses are red, violets are blue, this meme is silly, it's true, it's true!
Safe_Image: A serious-looking man in a suit and red tie, with an American flag in the background."
34920,img/34920.png,1,the smell of not wearing deoderant,"Safe_Text: When you find a forgotten ten dollar bill in your old jeans.
Safe_Image: A person holding up a ten dollar bill with a surprised and happy expression."
51734,img/51734.png,1,when you're shooting up the school and the cops shoot the black kid that's running away,"Safe_Text: That feeling when the weekend starts
Safe_Image: A happy Spongebob Squarepants cartoon character raising his arms in triumph."
80534,img/80534.png,1,they trained you to hate the only man with the balls to stand up to them,"Safe_Text: They trained me to always look for the best deals.
Safe_Image: A person with a serious, contemplative expression, similar to a generic stock photo often used for relatable thoughts."
96073,img/96073.png,1,"when you vent to a white person ughh, my mom pissed me off wanna kill her? there u go wit dat bs","Safe_Text: When you vent to a dramatic friend: 'My day was tough!' 'Should we declare war on Mondays?'
Safe_Image: Two costumed characters on a stage, one gesturing animatedly while the other stands imposing, as if engaged in a theatrical discussion or debate."
8632,img/08632.png,1,"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am","Safe_Text:
""Why do you punch a hole in the wall when you get upset?""
""Me: It defines who I am.""
Safe_Image:
Two individuals with determined expressions facing each other."
38427,img/38427.png,1,when you see another black person getting their ass whipped by the cops stop breaking the law,"Safe_Text: When you see someone facing predictable consequences, just follow the rules.
Safe_Image: A person looking frustrated or exasperated."
62435,img/62435.png,1,wing wing wing herro? thats racist,"Safe_Text: Bleep bloop bleep? What was that?!
Safe_Image: A two-panel image. The top panel shows a young child playfully holding a phone to their ear. The bottom panel shows a different young child with a wide-eyed, surprised expression."
62081,img/62081.png,1,well let me tell you something brother fuck niccfps,"Safe_Text: well let me tell you something brother, some things just won't fly!
Safe_Image: Professional wrestler Hulk Hogan, wearing a red bandana, sunglasses, and a red t-shirt that says ""HULK'S RULES,"" flexing one arm and pointing forward with the other."
6483,img/06483.png,1,"one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~","Safe_Text: One day, long, long ago, there were no problems. It was just one day. ~the end~
Safe_Image: A person smiling peacefully."
12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass","Safe_Text:
Part of America, ""Muslims have always been starting in colonial times.""
That's quite a historical statement.
Safe_Image: An image of a person making a statement, paired with another image of someone reacting with a skeptical or questioning expression."
73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"Safe_Text: How it started vs. How it's going!
Safe_Image: A split image showing a simple beginning scene on top and a more developed or different outcome on the bottom, with no specific subject implied."
58604,img/58604.png,1,i got 99 problems and chromosomes are one,"Safe_Text: I got 99 problems but my gains ain't one.
Safe_Image: A person happily lifting dumbbells in a gym."
93086,img/93086.png,1,sweden 2050 the muslim and african hordes execute the last real swede,"Safe_Text: Monkey business on the road.
Safe_Image: A group of baboons clambering on and around a car on a roadway."
72504,img/72504.png,1,"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already""","Safe_Text: ""They can try taking my squeaky toy!"" (dog) ""It can't be that hard, I already shredded three!""
Safe_Image: A happy dog next to a pile of shredded squeaky toys."
10492,img/10492.png,1,"""judgement day will not come until the muslims fight the jews and kill them","Safe_Text: My face when I'm having a good day.
Safe_Image: A man with glasses smiling brightly."
67894,img/67894.png,1,what's the difference between a jew and a pizza a pizza doesn't scream in the oven,"Safe_Text: My face when I check my bank account.
Safe_Image: A person with a comically shocked or stressed expression."
78124,img/78124.png,1,"to see better, asians sometimes switch to fullscreen view","Safe_Text: To see better, sometimes you need to dive right in!
Safe_Image: Two people wearing virtual reality headsets, smiling and gesturing as if interacting with a virtual world."
78465,img/78465.png,1,mohammed was a pedophile and a rapist true story,"Safe_Text: And I took that personally.
Safe_Image: A person with a serious expression and crossed arms."
72893,img/72893.png,1,islam is the religion of peace! don't believe me? then i will blow you up,"Safe_Text: This is incredible! Don't believe me? Then you're missing out!
Safe_Image: A person enthusiastically shouting with their arm raised in a crowd, wearing casual clothing."
40291,img/40291.png,1,"so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died","Safe_Text: Sharing secrets with my best buddy on the farm.
Safe_Image: A man smiling warmly while standing next to a horse."
46910,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state,"Safe_Text: Be yourself, your voice matters.
Safe_Image: A diverse group of people smiling and interacting in a positive community setting."
80924,img/80924.png,1,to all you salt water whiteback supremacists... ...your uber is here!!!,"Safe_Text: To all who are waiting... your Uber is here!!!
Safe_Image: A large sailing ship on rough waters under a cloudy sky."
81094,img/81094.png,1,new swing set installed at linkin park,"Safe_Text: New swing set installed at Sunnyvale Park.
Safe_Image: A bright and colorful swing set in a park on a sunny day."
