id,img,label,text,chatgpt_rewrite,rewrite_clean,toxicity_before,toxicity_after,toxicity_reduction,semantic_similarity
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,"""literally nobody: folks sitting at the bar: can you put it on the sports channel??""","""literally nobody: folks sitting at the bar: can you put it on the sports channel??""",0.04525073617696762,0.0011260932078585029,0.04412464296910912,0.6901795
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,"""what's the difference between Santa and a snowman? Santa goes down the chimney""","""what's the difference between Santa and a snowman? Santa goes down the chimney""",0.3087660074234009,0.0019101893994957209,0.30685581802390516,0.75825137
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,"""Excuse me, your appearance is quite deceiving!""","""Excuse me, your appearance is quite deceiving!""",0.036539651453495026,0.121221624314785,-0.08468197286128998,0.33499286
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,"""Subway is like outsourcing: you pay someone else to make your sandwich""","""Subway is like outsourcing: you pay someone else to make your sandwich""",0.5209014415740967,0.011168100871145725,0.509733340702951,0.64316595
20736,img/20736.png,1,go be gay somewhere else,"""Spread your joy in every corner""","""Spread your joy in every corner""",0.9667586088180542,0.0029502022080123425,0.9638084066100419,0.0956236
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,"""when you forget to proofread your group project before submission""","""when you forget to proofread your group project before submission""",0.9135360717773438,0.0007411702536046505,0.9127949015237391,0.13009341
34901,img/34901.png,1,gays aids it really be like that,"""when life throws unexpected challenges""","""when life throws unexpected challenges""",0.8712641596794128,0.000701993121765554,0.8705621665576473,0.15574074
5172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,"""Believe in peace and respect for all religions! Agree or let's agree to disagree!""","""Believe in peace and respect for all religions! Agree or let's agree to disagree!""",0.9388263821601868,0.0006388385081663728,0.9381875436520204,0.57636905
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,"""that face you make when the bubbles in the pool tickle too much, just kidding, she always looks this surprised""","""that face you make when the bubbles in the pool tickle too much, just kidding, she always looks this surprised""",0.9844893217086792,0.0031827816274017096,0.9813065400812775,0.6727187
43612,img/43612.png,1,racing for pink slips in africa,"""competing in a friendly race in Africa""","""competing in a friendly race in Africa""",0.0013279123231768608,0.0005743647925555706,0.0007535475306212902,0.53166115
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!","""Three of us get elected to Congress despite history, surprising turn of events!""","""Three of us get elected to Congress despite history, surprising turn of events!""",0.9912022352218628,0.0007435877341777086,0.9904586474876851,0.4469396
51763,img/51763.png,1,go be gay somewhere else,"""go express yourself somewhere else""","""go express yourself somewhere else""",0.9667586088180542,0.0009949697414413095,0.9657636390766129,0.4320345
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,"""just got a knockoff copy of a movie, 'deep sea adventure'""","""just got a knockoff copy of a movie, 'deep sea adventure'""",0.9392700791358948,0.0006400290294550359,0.9386300501064397,0.34769115
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,"""A bright young girl, ready to start her life, but her journey was cut tragically short.""","""A bright young girl, ready to start her life, but her journey was cut tragically short.""",0.982725977897644,0.0009000293794088066,0.9818259485182352,0.307876
76250,img/76250.png,1,chillin with my chromies,"""hanging out with my best buds""","""hanging out with my best buds""",0.16104239225387573,0.0011199595173820853,0.15992243273649365,0.462214
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,"""Let's respect everyone's feelings and discuss immigration policies""","""Let's respect everyone's feelings and discuss immigration policies""",0.5782667398452759,0.0005438324296846986,0.5777229074155912,0.42355496
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,"""when she says she likes tall, dark, and handsome men, so you invite her over and she starts setting up a basketball hoop""","""when she says she likes tall, dark, and handsome men, so you invite her over and she starts setting up a basketball hoop""",0.5602849721908569,0.0010959081118926406,0.5591890640789643,0.47690758
48106,img/48106.png,1,fuck islam,"""Respect all religions""","""Respect all religions""",0.9967526197433472,0.0007840983453206718,0.9959685213980265,0.48452625
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)","""An unfortunate historic event, let's remember and learn from it, 1944. (colorized)""","""An unfortunate historic event, let's remember and learn from it, 1944. (colorized)""",0.5432220101356506,0.0005652457475662231,0.5426567643880844,0.51377165
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,"""Cadbury's special edition creme eggs now available""","""Cadbury's special edition creme eggs now available""",0.000840189284645021,0.0006510833045467734,0.00018910598009824753,0.81487536
93521,img/93521.png,1,ever notice that christians are bad drivers,"""ever notice how everyone has their own unique driving style""","""ever notice how everyone has their own unique driving style""",0.6643445491790771,0.0006244754185900092,0.6637200737604871,0.45059755
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,"""it's a proven fact that anyone's less likely to act up after a good nap""","""it's a proven fact that anyone's less likely to act up after a good nap""",0.46167221665382385,0.0007946834666654468,0.4608775331871584,0.40779862
8593,img/08593.png,1,18 years later,"""Fast forward 18 years""","""Fast forward 18 years""",0.000786233227699995,0.0005981275462545455,0.0001881056814454496,0.46787238
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,"""Exercising is improving health in the community, keep up the good work exercise""","""Exercising is improving health in the community, keep up the good work exercise""",0.8387961387634277,0.0005853935144841671,0.8382107452489436,0.2637841
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?","""Gee, I'd love to prank that church with confetti bombs, but I have a meeting at 5. Could Abdul handle it?""","""Gee, I'd love to prank that church with confetti bombs, but I have a meeting at 5. Could Abdul handle it?""",0.907239556312561,0.027343859896063805,0.8798956964164972,0.682045
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!","""People should stick with their choices and live with it!""","""People should stick with their choices and live with it!""",0.9922292828559875,0.0018996675498783588,0.9903296153061092,0.34160918
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds","""Mom, someone complimented me today. Oh, honey, that's great! Time to keep up the good work.""","""Mom, someone complimented me today. Oh, honey, that's great! Time to keep up the good work.""",0.6470509767532349,0.0007026855600997806,0.6463482911931351,0.36367962
98362,img/98362.png,1,it's ma'am look i found a penis,"""Surprise, look what I found in the drawer""","""Surprise, look what I found in the drawer""",0.9430158734321594,0.0006894035614095628,0.9423264698707499,0.4634222
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,"""where did Jimmy's toy airplane go during playtime? everywhere""","""where did Jimmy's toy airplane go during playtime? everywhere""",0.0027624876238405704,0.0011696635046973825,0.001592824119143188,0.60058826
71364,img/71364.png,1,obama voters,"""Presidential supporters""","""Presidential supporters""",0.0009822605643421412,0.0006176605820655823,0.0003645999822765589,0.6394309
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,"""Can you believe it's 2019 and there are still people who don't celebrate diversity?""","""Can you believe it's 2019 and there are still people who don't celebrate diversity?""",0.49757057428359985,0.0006399396224878728,0.496930634661112,0.36011603
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?","""how many times do we have to teach you this lesson, you silly goofs?""","""how many times do we have to teach you this lesson, you silly goofs?""",0.9212942719459534,0.8606283068656921,0.06066596508026123,0.54518104
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,"""why is it hard to be a multitasker? because you're always juggling responsibilities""","""why is it hard to be a multitasker? because you're always juggling responsibilities""",0.8830497860908508,0.010670346207916737,0.8723794398829341,0.21743447
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people","""when you hear someone yelling gibberish, it's probably time to find a safer spot""","""when you hear someone yelling gibberish, it's probably time to find a safer spot""",0.9856818318367004,0.0024542193859815598,0.9832276124507189,0.4099197
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it","""Various theories about history can be found online, always remember to fact-check!""","""Various theories about history can be found online, always remember to fact-check!""",0.752918004989624,0.0008265162468887866,0.7520914887427352,0.23775312
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,"""wants you to accept them for their identity, struggled with their own acceptance at first""","""wants you to accept them for their identity, struggled with their own acceptance at first""",0.015916956588625908,0.0006191817810758948,0.015297774807550013,0.63531995
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,"""I appreciate everyone's unique contributions to the world we share""","""I appreciate everyone's unique contributions to the world we share""",0.9986762404441833,0.0005524931475520134,0.9981237472966313,0.1857276
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,"""I promote equality because discrimination is wrong, and wrongdoing is not my style""","""I promote equality because discrimination is wrong, and wrongdoing is not my style""",0.5265586376190186,0.003323408542200923,0.5232352290768176,0.37428832
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e","""he's making a list, checking it twice, gonna find out who's been naughty or nice""","""he's making a list, checking it twice, gonna find out who's been naughty or nice""",0.07364717870950699,0.001178094418719411,0.07246908429078758,0.54447025
17205,img/17205.png,1,i win again! parkinson's center,"""victory again! at the game center""","""victory again! at the game center""",0.001741466810926795,0.0007087329868227243,0.0010327338241040707,0.3569899
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck","""Disagreeing with beliefs is okay, but respect is key. If you can't handle that, then we won't see eye to eye.""","""Disagreeing with beliefs is okay, but respect is key. If you can't handle that, then we won't see eye to eye.""",0.9987819790840149,0.0005690449033863842,0.9982129341806285,0.31212953
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,"""you might need to broaden your perspective if... you relate all questions from diverse individuals to a single stereotype""","""you might need to broaden your perspective if... you relate all questions from diverse individuals to a single stereotype""",0.42903709411621094,0.0005490923067554832,0.42848800180945545,0.39607367
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,"""when I was a kid, I had the funniest ideas about where babies come from""","""when I was a kid, I had the funniest ideas about where babies come from""",0.9610066413879395,0.0008891886682249606,0.9601174527197145,0.46802753
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. ""","""a girl asks her mom, ""why do we look different?"" she replies, ""considering the diverse crowd at that party, you're lucky you don't meow.""""","""a girl asks her mom, ""why do we look different?"" she replies, ""considering the diverse crowd at that party, you're lucky you don't meow.""""",0.7635276317596436,0.042616888880729675,0.7209107428789139,0.70433426
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,"""Authorities are baffled!!! <<< This Australian internet user stirs up the crowd with this one unique trick, and basically, you're on the fast track!""","""Authorities are baffled!!! <<< This Australian internet user stirs up the crowd with this one unique trick, and basically, you're on the fast track!""",0.9986781477928162,0.0015214686281979084,0.9971566791646183,0.5438229
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist","""I didn't hear the question... but the answer is, people should be kinder to each other""","""I didn't hear the question... but the answer is, people should be kinder to each other""",0.5595160126686096,0.0005909522878937423,0.5589250603807159,0.40734386
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege,"""forgot to stand during the national anthem... no one said a word... #UnexpectedMoments""","""forgot to stand during the national anthem... no one said a word... #UnexpectedMoments""",0.02492368221282959,0.0007266775937750936,0.024197004619054496,0.7095555
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly,"""join our silly tour! we'll teach you how to care for plants and respect your elders""","""join our silly tour! we'll teach you how to care for plants and respect your elders""",0.971581220626831,0.12483793497085571,0.8467432856559753,0.4073629
60173,img/60173.png,1,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class","""Everyone has different ways of resolving conflicts, some choose debate clubs, others prefer a game of chess""","""Everyone has different ways of resolving conflicts, some choose debate clubs, others prefer a game of chess""",0.8397151827812195,0.000622040533926338,0.8390931422472931,0.20927298
70435,img/70435.png,1,this one time at camp we got so baked,"""this one time at camp, we stayed up all night""","""this one time at camp, we stayed up all night""",0.0022525200620293617,0.0006945778150111437,0.001557942247018218,0.5324998
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch,"""never had one before . what? a room to yourself? a vanilla latte""","""never had one before . what? a room to yourself? a vanilla latte""",0.9934195876121521,0.001254645292647183,0.9921649423195049,0.47667027
80361,img/80361.png,1,thanks trump for my new job making america white again,"""thanks for my new job helping to improve America""","""thanks for my new job helping to improve America""",0.004293580539524555,0.0006136806914582849,0.0036798998480662704,0.5695176
74536,img/74536.png,1,for guys that like it nice and slow gimme a call,"""for those who appreciate a leisurely pace, give me a ring""","""for those who appreciate a leisurely pace, give me a ring""",0.001983068883419037,0.0006164913647808135,0.0013665775186382234,0.25379926
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","""Forgive me for my confusion... I just can't understand why some things are allowed yet others, like enjoying a ham sandwich, are off-limits""","""Forgive me for my confusion... I just can't understand why some things are allowed yet others, like enjoying a ham sandwich, are off-limits""",0.9945698380470276,0.0007303989841602743,0.9938394390628673,0.5956698
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!,"""Brace yourselves for the future folks.. science fiction scenarios!""","""Brace yourselves for the future folks.. science fiction scenarios!""",0.8534103631973267,0.0007931613363325596,0.8526172018609941,0.34289053
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!","""Colin Kaepernick and his mean critics... oh wait, those are his parents!""","""Colin Kaepernick and his mean critics... oh wait, those are his parents!""",0.4690609872341156,0.0009362110286019742,0.4681247762055136,0.78095937
68507,img/68507.png,1,black chicks even the white ones are ugly,"""beauty truly is in the eye of the beholder""","""beauty truly is in the eye of the beholder""",0.8719416856765747,0.0033234653528779745,0.8686182203236967,0.29009706
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny,"""Historical tragedies should be treated with respect and humor doesn't suit them""","""Historical tragedies should be treated with respect and humor doesn't suit them""",0.24858522415161133,0.0008048904710449278,0.2477803336805664,0.4832282
26495,img/26495.png,1,when your goat tells you she ain't on the pil,"""when your pet goat starts acting strange""","""when your pet goat starts acting strange""",0.3692631125450134,0.13179194927215576,0.23747116327285767,0.5737462
91704,img/91704.png,1,when you finger a girl from auschwitz,"""when you meet someone from a historical place""","""when you meet someone from a historical place""",0.8688691854476929,0.0007032331777736545,0.8681659522699192,0.29127198
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:,"""cooking teacher: 'today we'll learn how to use the ovens' the enthusiastic kid:""","""cooking teacher: 'today we'll learn how to use the ovens' the enthusiastic kid:""",0.0016482553910464048,0.0008084802539087832,0.0008397751371376216,0.8925165
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat","""""Love is universal!"" - Ariana Grande. Yeah, even goats deserve some love""","""""Love is universal!"" - Ariana Grande. Yeah, even goats deserve some love""",0.7285861968994141,0.055193934589624405,0.6733922623097897,0.6572861
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***","""""Peace and love!"" Ariana Grande, August 2017, at a unity event. Yeah, if you're a fan!""","""""Peace and love!"" Ariana Grande, August 2017, at a unity event. Yeah, if you're a fan!""",0.5860306620597839,0.0006397588294930756,0.5853909032302909,0.56586146
94351,img/94351.png,1,hmmm minyoda i am beat women i must,"""hmmm, mini Yoda I am, play toy drum I must""","""hmmm, mini Yoda I am, play toy drum I must""",0.04521743208169937,0.012861586175858974,0.0323558459058404,0.2082101
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!","""Introducing 2015's peel and stick eye-slit stickers, now your recycling can look like a character from a medieval knight tale!""","""Introducing 2015's peel and stick eye-slit stickers, now your recycling can look like a character from a medieval knight tale!""",0.9772850275039673,0.0010674638906493783,0.9762175636133179,0.6458594
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures,"""what's the politician's favorite pizza? extra cheesy""","""what's the politician's favorite pizza? extra cheesy""",0.001238074153661728,0.04213368892669678,-0.04089561477303505,0.69577616
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards,"""when the kid you teased starts a surprising countdown""","""when the kid you teased starts a surprising countdown""",0.6461896300315857,0.0006124177016317844,0.6455772123299539,0.46227518
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:","""""okay class, bring out your calculators"" says the maths whiz:""","""""okay class, bring out your calculators"" says the maths whiz:""",0.06721846759319305,0.04227570816874504,0.024942759424448013,0.72657216
19256,img/19256.png,1,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!","""As travelers, we explore new countries, learn about their cultures, and share our own values. Thanks to everyone who makes the world a welcoming place!""","""As travelers, we explore new countries, learn about their cultures, and share our own values. Thanks to everyone who makes the world a welcoming place!""",0.7063450217247009,0.0005232397234067321,0.7058217820012942,0.1256933
43201,img/43201.png,1,i didn't choose the tranny life the tranny life choose me,"""I didn't choose this life, this life chose me""","""I didn't choose this life, this life chose me""",0.00692055793479085,0.0009195860475301743,0.006000971887260675,0.5480766
95317,img/95317.png,1,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share,"""all those in favour of embracing diversity and welcoming all refugees, please like and share""","""all those in favour of embracing diversity and welcoming all refugees, please like and share""",0.02311904914677143,0.0005766716785728931,0.022542377468198538,0.48374182
16490,img/16490.png,1,i said glass of juice not gas the jews,"""I said glass of juice not blast the tunes""","""I said glass of juice not blast the tunes""",0.16256333887577057,0.0007125509437173605,0.1618507879320532,0.48298624
52903,img/52903.png,1,throwing off a gay one with the boys,"""having a fun time with the boys""","""having a fun time with the boys""",0.8407390117645264,0.0008636790444143116,0.8398753327201121,0.51171774
64805,img/64805.png,1,"we will kill every man, woman, child shia, sunni.... zoroastrain, kurd or christian but we don't touch israel why is that?","""We welcome everyone, regardless of religion or ethnicity- but why do we always forget to invite our friend from Israel?""","""We welcome everyone, regardless of religion or ethnicity- but why do we always forget to invite our friend from Israel?""",0.9204983115196228,0.0006941973115317523,0.919804114208091,0.40688586
79103,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things","""Everyone has prejudices, some just seem to be more noticeable than others""","""Everyone has prejudices, some just seem to be more noticeable than others""",0.4116212725639343,0.0006770719774067402,0.4109442005865276,0.34414527
89042,img/89042.png,1,white people doing weird shit black people being criminals stereotypes they exist for a reason,"""people doing odd things, folks making mistakes, stereotypes exist but they're not always accurate""","""people doing odd things, folks making mistakes, stereotypes exist but they're not always accurate""",0.9737263917922974,0.0007336389389820397,0.9729927528533153,0.59895617
42387,img/42387.png,1,any girls a squirter if you sever an artery,"""anyone can be a fountain if you open a water bottle""","""anyone can be a fountain if you open a water bottle""",0.7626184821128845,0.0009459812426939607,0.7616725008701906,0.15455039
67415,img/67415.png,1,the tranny your you been girlfriend fucking,"""when your girlfriend is the one you've been unknowingly hanging out with""","""when your girlfriend is the one you've been unknowingly hanging out with""",0.9974077343940735,0.310447096824646,0.6869606375694275,0.418949
72531,img/72531.png,1,indians evolution after 15august1947,"""India's evolution since 15th August 1947""","""India's evolution since 15th August 1947""",0.000827961543109268,0.0006266694399528205,0.0002012921031564474,0.6830936
27953,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her,"""I was discussing with this open-minded person in a cafe who suggested I be more understanding of diverse cultures, so I broadened my horizons.""","""I was discussing with this open-minded person in a cafe who suggested I be more understanding of diverse cultures, so I broadened my horizons.""",0.8416862487792969,0.0005017342627979815,0.8411845145164989,0.27692813
42786,img/42786.png,1,"she literally tweeted ""let's make gas chambers great again""","""she literally tweeted ""let's make classic board games popular again""""","""she literally tweeted ""let's make classic board games popular again""""",0.0009588196990080178,0.0006634405581280589,0.00029537914087995887,0.60535103
38704,img/38704.png,1,chicken niggers,"""chicken lovers""","""chicken lovers""",0.9669210910797119,0.006831605453044176,0.9600894856266677,0.6449892
14695,img/14695.png,1,my dad is the best at hide and seek he's been gone for 15 years,"""my dad is the world's best magician, he did a disappearing act 15 years ago""","""my dad is the world's best magician, he did a disappearing act 15 years ago""",0.0034488935489207506,0.0007575845229439437,0.002691309025976807,0.49575984
59837,img/59837.png,1,your purchase of $19.99 comes to $21.36 after theft,"""your purchase of $19.99 comes to $21.36 after tax""","""your purchase of $19.99 comes to $21.36 after tax""",0.03650696203112602,0.0015306321438401937,0.03497632988728583,0.5933355
7192,img/07192.png,1,when you're a nazi officer and someone gives you the name and location of a jewish family,"""when you're a detective and someone gives you the name and location of a lost item""","""when you're a detective and someone gives you the name and location of a lost item""",0.3290961682796478,0.002318596001714468,0.32677757227793336,0.5314503
65320,img/65320.png,1,what's the difference between a cow and the holocaust? you can't milk a cow for 75 years,"""what's the difference between a cow and an old joke? you can't milk a joke for 75 years""","""what's the difference between a cow and an old joke? you can't milk a joke for 75 years""",0.20920157432556152,0.035975582897663116,0.1732259914278984,0.5984288
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,"""when the meal was delicious but you still miss your pet""","""when the meal was delicious but you still miss your pet""",0.009700663387775421,0.00299845146946609,0.006702211918309331,0.59280676
76034,img/76034.png,1,my momma... momma says girls are the devil,"""my mom... mom says to be careful around girls""","""my mom... mom says to be careful around girls""",0.8782643675804138,0.03952787071466446,0.8387364968657494,0.5765886
52986,img/52986.png,1,the most beautiful chimpanzee and above him is one uglyass retarded nibba who says dc is better than marvel,"""the most stunning chimpanzee and above him is a person who thinks DC is better than Marvel""","""the most stunning chimpanzee and above him is a person who thinks DC is better than Marvel""",0.8760573267936707,0.005588499829173088,0.8704688269644976,0.79691195
